Date,Location,MinTemp,MaxTemp,AvgTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Windspeed,Humidity9am,Humidity3pm,Humidity,Pressure9am,Pressure3pm,Pressure,Temp9am,Temp3pm
9/05/2016,Albury,14.7,18.3,16.5,46,WNW,54,NNW,WNW,17,4,10.5,90,73,81.5,1003.4,1000.7,1002.05,17.9,17.6
10/05/2016,Albury,13.4,17.3,15.35,13.4,NNW,54,ESE,W,22,22,22,85,69,77,1005.2,1008.4,1006.8,14.8,16.9
11/05/2016,Albury,9.3,15.8,12.55,2.2,WNW,43,SE,NW,13,24,18.5,82,63,72.5,1017.6,1015.4,1016.5,11,14.5
12/05/2016,Albury,10.8,17.2,14,2,NNW,44,SE,N,17,19,18,96,86,91,1016.3,1017,1016.65,14.4,15.8
13/05/2016,Albury,13.6,20.2,16.9,0.2,W,24,NNE,W,15,6,10.5,82,58,70,1024,1022.8,1023.4,15.9,18.8
14/05/2016,Albury,8.7,20.3,14.5,0,NE,48,ESE,N,0,11,5.5,91,64,77.5,1025.5,1021.6,1023.55,12.6,19.4
15/05/2016,Albury,9.5,22.1,15.8,0,NW,30,SE,WNW,4,20,12,86,49,67.5,1017.7,1015.6,1016.65,15.3,21.3
16/05/2016,Albury,6.3,20.4,13.35,0,NE,26,E,W,0,13,6.5,100,47,73.5,1021.5,1017.4,1019.45,10,19.2
17/05/2016,Albury,9.1,18.3,13.7,4.8,WNW,33,N,WNW,15,7,11,78,53,65.5,1019.3,1018.5,1018.9,14.2,18.1
18/05/2016,Albury,8,17.3,12.65,0,NW,24,W,W,4,11,7.5,80,57,68.5,1020.6,1018,1019.3,12.6,16.3
19/05/2016,Albury,8.3,17.3,12.8,0,WNW,39,S,ESE,0,17,8.5,82,63,72.5,1019.7,1016.5,1018.1,12.1,16.4
20/05/2016,Albury,12.1,18.5,15.3,0,W,35,W,E,9,15,12,79,47,63,1022.7,1021.9,1022.3,15.1,17.9
21/05/2016,Albury,4.7,17.9,11.3,0,SE,13,WSW,WSW,0,7,3.5,91,64,77.5,1027.1,1022.9,1025,9.4,16.6
22/05/2016,Albury,5.3,21.8,13.55,0,E,20,ESE,WSW,2,13,7.5,81,55,68,1023.7,1018.1,1020.9,11.9,21.4
23/05/2016,Albury,10.4,15.8,13.1,3,WNW,59,E,NE,28,26,27,75,55,65,1018.6,1018.5,1018.55,13.5,14.9
24/05/2016,Albury,8.2,16.2,12.2,0,W,33,ESE,WNW,9,20,14.5,90,57,73.5,1021.5,1018.9,1020.2,10.4,15.5
25/05/2016,Albury,2.5,14.8,8.65,0,NE,19,NNE,WSW,0,11,5.5,99,72,85.5,1019.5,1014.8,1017.15,7,13.7
26/05/2016,Albury,6.9,14.1,10.5,15.2,W,31,W,WSW,7,15,11,100,84,92,1005,1002.3,1003.65,10.5,13
27/05/2016,Albury,4.8,14,9.4,1.2,W,35,ENE,SW,7,15,11,86,58,72,1008.5,1007.2,1007.85,8,13.7
28/05/2016,Albury,3.8,14.4,9.1,0,W,31,SE,SE,0,17,8.5,86,45,65.5,1008.9,1009.5,1009.2,8.2,14.3
29/05/2016,Albury,0.5,14.1,7.3,0.2,W,24,NW,ESE,6,9,7.5,99,54,76.5,1020,1019.8,1019.9,5.2,14
30/05/2016,Albury,3.6,14.1,8.85,0,ENE,15,W,E,2,0,1,89,57,73,1027.6,1025.8,1026.7,6.2,13.7
31/05/2016,Albury,1.8,15.9,8.85,0,SE,19,NNW,SE,0,13,6.5,88,50,69,1031.1,1027.3,1029.2,6.6,15.6
1/06/2016,Albury,3.2,17.3,10.25,0,ESE,15,NE,W,4,9,6.5,80,53,66.5,1029.2,1026.1,1027.65,8,17.1
2/06/2016,Albury,3.3,18.1,10.7,0,E,13,SE,NW,0,6,3,85,51,68,1027.9,1024.2,1026.05,8.4,17.3
3/06/2016,Albury,4.7,13.6,9.15,0,ESE,28,SSE,NW,7,0,3.5,73,76,74.5,1025,1021.8,1023.4,10.4,11.8
4/06/2016,Albury,9.8,14.9,12.35,11.6,SE,30,ENE,NNE,13,15,14,95,92,93.5,1015.2,1008.3,1011.75,11.6,13.5
5/06/2016,Albury,10.8,14.6,12.7,11.6,W,35,ESE,WNW,6,9,7.5,97,89,93,1006.9,1002.4,1004.65,12.9,14.2
6/06/2016,Albury,7.2,12.3,9.75,1.2,W,31,W,WNW,11,17,14,99,80,89.5,1004.9,1004,1004.45,9,11.6
7/06/2016,Albury,9,12.6,10.8,3.6,WNW,37,S,W,17,15,16,92,81,86.5,1004.3,1004.9,1004.6,9.8,11.6
8/06/2016,Albury,9.8,14.6,12.2,1.8,NNE,35,ESE,SE,9,17,13,88,76,82,1013.1,1010.1,1011.6,11.4,14
9/06/2016,Albury,11.4,15.7,13.55,7.2,N,48,SSW,SE,17,13,15,80,78,79,1005.5,1006.7,1006.1,14.2,13.5
10/06/2016,Albury,10.5,13.8,12.15,3,WNW,28,WNW,W,15,19,17,89,64,76.5,1020,1020.3,1020.15,10.9,12.5
11/06/2016,Albury,9.6,13,11.3,1.2,WSW,35,ENE,E,13,20,16.5,69,67,68,1025,1025.9,1025.45,10.7,12.6
12/06/2016,Albury,0.4,12.7,6.55,0,SE,15,NNW,ESE,0,7,3.5,85,50,67.5,1037.5,1036.1,1036.8,4.9,11.2
13/06/2016,Albury,-0.6,13.8,6.6,0.2,E,17,S,WNW,0,6,3,88,59,73.5,1039.9,1036,1037.95,4,13.4
14/06/2016,Albury,0.9,15.2,8.05,0,E,13,WNW,NE,6,4,5,90,58,74,1038.2,1035.2,1036.7,6.6,14.5
15/06/2016,Albury,0.9,11.4,6.15,0.2,E,15,SE,S,7,6,6.5,100,70,85,1034.8,1030.5,1032.65,3.5,11
16/06/2016,Albury,0,12.9,6.45,0,ESE,17,NW,WSW,0,11,5.5,95,70,82.5,1026,1019.7,1022.85,4.1,12.8
17/06/2016,Albury,4.1,15.9,10,7.6,NNW,24,NNW,NNW,13,9,11,97,83,90,1014.7,1013.5,1014.1,12.9,14.8
18/06/2016,Albury,9,17.6,13.3,0.2,ESE,15,NNE,WNW,0,7,3.5,100,71,85.5,1018,1017.1,1017.55,10.2,16.2
19/06/2016,Albury,8.1,14.3,11.2,0.2,SSE,44,NNE,N,2,9,5.5,99,74,86.5,1017.7,1010.8,1014.25,10,13.9
20/06/2016,Albury,10,16.6,13.3,14.4,SSE,35,SE,W,7,22,14.5,90,83,86.5,1000.1,998.4,999.25,11.9,13.9
21/06/2016,Albury,8.8,11.6,10.2,1.4,NNW,41,SW,W,9,24,16.5,89,84,86.5,1004.9,1003.4,1004.15,10.4,10.4
22/06/2016,Albury,9.1,13.7,11.4,12.6,WNW,43,ESE,SE,24,20,22,89,68,78.5,1005.9,1008.4,1007.15,10.6,12.5
23/06/2016,Albury,9,13.2,11.1,0.2,W,63,NNW,WSW,13,17,15,85,73,79,1010.3,1005.4,1007.85,10.4,12.5
24/06/2016,Albury,6.6,8.2,7.4,4,W,48,W,WSW,28,26,27,87,85,86,1004.8,1007.6,1006.2,7,7.5
25/06/2016,Albury,-0.8,10.5,4.85,2.6,W,30,WSW,ENE,7,20,13.5,95,61,78,1022.9,1021.9,1022.4,2.8,9.9
26/06/2016,Albury,-1.3,7.5,3.1,0,ENE,15,SE,N,0,4,2,99,79,89,1023.4,1019,1021.2,2.3,7.4
27/06/2016,Albury,2.1,10.6,6.35,0.2,WNW,28,ESE,W,0,20,10,100,68,84,1019.5,1018.7,1019.1,2.5,9.9
28/06/2016,Albury,2.5,11.8,7.15,0.2,W,17,SE,W,7,6,6.5,100,80,90,1026.9,1026.6,1026.75,6.2,10.9
29/06/2016,Albury,6.2,13.5,9.85,0.8,ENE,15,N,W,9,9,9,99,75,87,1029.8,1026.4,1028.1,9.5,13.1
30/06/2016,Albury,3,11.2,7.1,0,W,59,W,ENE,15,13,14,90,82,86,1019.3,1013.2,1016.25,8.5,9.6
1/07/2016,Albury,5.2,11.4,8.3,11.4,NW,26,NNW,SSE,9,7,8,96,76,86,1019,1021.4,1020.2,7.3,11.1
2/07/2016,Albury,7.2,12.5,9.85,0.4,WSW,17,W,WSW,0,11,5.5,88,86,87,1027.7,1026.4,1027.05,9.3,11.6
3/07/2016,Albury,7.9,12.7,10.3,0.2,W,20,ESE,ESE,6,13,9.5,100,82,91,1027.5,1024.7,1026.1,9.7,12.6
4/07/2016,Albury,8.2,11.7,9.95,0.2,E,19,SE,E,0,13,6.5,97,70,83.5,1021.1,1016,1018.55,9,11.6
5/07/2016,Albury,6.7,10.6,8.65,1,WNW,19,WSW,NNE,0,7,3.5,92,99,95.5,1011.2,1008.6,1009.9,7.8,8.9
6/07/2016,Albury,7.2,15.4,11.3,7.6,WSW,43,ESE,NNE,19,20,19.5,80,60,70,1010.3,1010.4,1010.35,10.6,15
7/07/2016,Albury,4,16.5,10.25,0,SE,30,SSE,N,0,11,5.5,100,58,79,1020.7,1019.1,1019.9,8.3,16.2
8/07/2016,Albury,6.5,11.8,9.15,0.2,S,17,ENE,NW,2,2,2,96,94,95,1022.7,1020.8,1021.75,9.2,11.5
9/07/2016,Albury,7,15.8,11.4,2,NE,13,ENE,WNW,0,9,4.5,100,76,88,1025.5,1023.1,1024.3,9,13.9
10/07/2016,Albury,6.2,14,10.1,0,NE,28,NNW,WNW,0,15,7.5,100,74,87,1023.8,1018.9,1021.35,9.1,13.4
11/07/2016,Albury,9.1,16.2,12.65,16.6,N,44,SSE,ESE,22,19,20.5,82,52,67,1009.3,1007.9,1008.6,12.8,15.7
12/07/2016,Albury,8.6,12.9,10.75,0.4,NW,69,SSE,SSE,19,37,28,79,61,70,1007.3,1004.2,1005.75,9.3,12
13/07/2016,Albury,3.6,9.5,6.55,9.6,WNW,54,N,SE,24,19,21.5,87,66,76.5,1019.3,1023.1,1021.2,4.3,8.9
14/07/2016,Albury,-0.3,10.8,5.25,0.2,W,26,W,SE,0,13,6.5,99,72,85.5,1032.6,1030.1,1031.35,4.4,9.6
15/07/2016,Albury,4.4,12.8,8.6,0,W,20,NNW,NE,4,6,5,90,66,78,1032.9,1030.6,1031.75,8.4,12.2
16/07/2016,Albury,-0.4,14,6.8,0.2,E,17,WSW,E,0,7,3.5,100,65,82.5,1033.9,1030.2,1032.05,4.5,13.1
17/07/2016,Albury,0.4,16.5,8.45,0,ENE,17,E,NNE,6,6,6,94,64,79,1031.6,1027.5,1029.55,6.1,15.1
18/07/2016,Albury,2.1,13.4,7.75,0,E,13,ENE,W,0,2,1,100,96,98,1026.2,1022.6,1024.4,7.3,11.8
19/07/2016,Albury,7.3,15.2,11.25,5,NNW,17,W,SW,7,7,7,100,88,94,1023.3,1021.8,1022.55,10.9,14
20/07/2016,Albury,8.5,17.3,12.9,0,ESE,13,W,N,6,7,6.5,100,70,85,1020.9,1019.5,1020.2,10.7,16.7
21/07/2016,Albury,6.2,16.8,11.5,0.4,W,15,SSE,WNW,11,7,9,100,96,98,1020.1,1015.6,1017.85,10,13.8
22/07/2016,Albury,9.9,18.2,14.05,6.8,NNW,56,NE,NNW,31,22,26.5,92,99,95.5,1003.6,999.5,1001.55,16.8,12.7
23/07/2016,Albury,7.1,10.8,8.95,24.2,WNW,63,ESE,WNW,24,28,26,82,67,74.5,1005.2,1009.8,1007.5,8.5,8.4
24/07/2016,Albury,-0.2,10.1,4.95,0.6,WNW,28,ENE,WNW,9,13,11,86,77,81.5,1015.5,1010.7,1013.1,4.7,8.7
25/07/2016,Albury,4.7,11.5,8.1,12,NNW,56,ESE,NW,15,19,17,89,87,88,1013.5,1012.2,1012.85,7.7,10.4
26/07/2016,Albury,4.5,11.3,7.9,4,WNW,39,WNW,NNW,15,20,17.5,85,72,78.5,1017.4,1014.4,1015.9,6.9,9.7
27/07/2016,Albury,6.9,12.6,9.75,10.6,NW,39,W,NE,17,24,20.5,90,82,86,1013.7,1017.3,1015.5,9.5,11.5
28/07/2016,Albury,5.9,10.8,8.35,0,W,22,S,N,9,11,10,85,79,82,1027.6,1026.1,1026.85,8.1,10.5
29/07/2016,Albury,7.7,12.2,9.95,0.8,W,28,SSE,SE,11,15,13,94,73,83.5,1025.8,1022.9,1024.35,9.1,11
30/07/2016,Albury,8.3,12.1,10.2,0.2,NNW,20,SE,E,9,9,9,96,74,85,1024.4,1021.5,1022.95,9.7,11.9
31/07/2016,Albury,8,14.3,11.15,2.2,N,22,SE,SE,7,9,8,93,76,84.5,1019.4,1017.4,1018.4,9.7,13.7
1/08/2016,Albury,9.6,11.8,10.7,3.8,N,33,S,W,0,22,11,100,92,96,1017,1012.3,1014.65,10.6,11.5
2/08/2016,Albury,8.3,13.7,11,21,SE,35,ESE,SE,7,20,13.5,83,47,65,1016.2,1016.5,1016.35,8.6,13.5
3/08/2016,Albury,-0.2,15.4,7.6,0,SE,30,S,SE,4,11,7.5,85,51,68,1023,1022,1022.5,5.6,15
4/08/2016,Albury,1.4,15.1,8.25,0.2,SE,30,WSW,E,9,7,8,76,48,62,1029,1027.9,1028.45,7.6,14.8
5/08/2016,Albury,0.5,15.3,7.9,0,SW,17,WNW,NNE,0,9,4.5,79,46,62.5,1033.5,1030.1,1031.8,7.2,14.6
6/08/2016,Albury,1.2,13,7.1,0,NNE,17,W,NW,0,7,3.5,100,55,77.5,1030.3,1027.2,1028.75,4,12.1
7/08/2016,Albury,0.7,15.6,8.15,0.2,ESE,13,SW,WNW,0,7,3.5,88,43,65.5,1027.9,1024.8,1026.35,5.5,14.3
8/08/2016,Albury,1.4,15.1,8.25,0,E,13,S,WNW,4,7,5.5,89,65,77,1026.7,1023.5,1025.1,6,14.4
9/08/2016,Albury,1.8,17.2,9.5,0,N,43,ESE,W,6,24,15,87,60,73.5,1022,1015.9,1018.95,7.8,16.3
10/08/2016,Albury,7.4,15,11.2,2.6,N,39,ENE,W,11,15,13,79,56,67.5,1015.7,1013.9,1014.8,11.2,14.1
11/08/2016,Albury,4.7,13.4,9.05,0.2,NW,37,SE,ESE,13,17,15,81,57,69,1021.1,1021.2,1021.15,8.5,11.7
12/08/2016,Albury,0.7,11.6,6.15,0,NW,19,SE,NNE,0,13,6.5,100,58,79,1025.6,1021.8,1023.7,4.7,11
13/08/2016,Albury,4.7,15.4,10.05,0.6,WSW,22,E,NNE,6,19,12.5,87,60,73.5,1024.2,1022.5,1023.35,9.7,13.8
14/08/2016,Albury,4.7,16.6,10.65,0.2,W,22,SSW,NNE,6,11,8.5,81,56,68.5,1029.6,1028.1,1028.85,10,16
15/08/2016,Albury,2.2,16.8,9.5,0,ENE,19,E,NNW,0,11,5.5,100,56,78,1033,1030.1,1031.55,6.5,15.7
16/08/2016,Albury,1.7,18.5,10.1,0,NNE,24,ESE,NW,0,13,6.5,89,54,71.5,1030.9,1026.3,1028.6,8.6,17.9
17/08/2016,Albury,6,18,12,0,NE,22,E,NW,0,15,7.5,92,65,78.5,1024.8,1022.6,1023.7,10.6,17.3
18/08/2016,Albury,4,19.6,11.8,0,NNE,28,NNW,WSW,2,15,8.5,100,57,78.5,1023.8,1019.2,1021.5,9.3,19.4
19/08/2016,Albury,9.3,16.4,12.85,0,NNE,52,ENE,NNW,30,24,27,58,80,69,1012.9,1009.7,1011.3,15,13.2
20/08/2016,Albury,5.3,12,8.65,11,WNW,43,SSE,SW,15,20,17.5,86,66,76,1016.1,1015.2,1015.65,7.1,11.7
21/08/2016,Albury,5.4,15.4,10.4,1,NW,33,WSW,WSW,11,17,14,83,56,69.5,1020.1,1016.5,1018.3,9.3,14.2
22/08/2016,Albury,8.4,13.9,11.15,0.2,SE,31,SSE,W,11,19,15,91,79,85,1016.8,1013.9,1015.35,9.5,10.6
23/08/2016,Albury,4.2,15.7,9.95,11,W,24,SSE,NW,11,13,12,88,56,72,1016.1,1015.2,1015.65,8.3,15
24/08/2016,Albury,2.6,12.2,7.4,0,WSW,13,SSE,NW,6,9,7.5,79,71,75,1014.8,1011,1012.9,8.4,11.9
25/08/2016,Albury,3.3,14.1,8.7,0.2,SW,41,ESE,N,7,26,16.5,97,52,74.5,1013.2,1012.7,1012.95,7.7,12.5
26/08/2016,Albury,0.2,13.6,6.9,0,WNW,30,ENE,SE,7,19,13,100,50,75,1022.9,1020.5,1021.7,4,13
27/08/2016,Albury,0.7,13.5,7.1,0.2,NW,22,SE,W,4,11,7.5,85,53,69,1025.3,1022.7,1024,7,12.3
28/08/2016,Albury,2.1,16.9,9.5,0,N,24,SSE,NW,4,13,8.5,89,57,73,1024.8,1021.5,1023.15,8.5,16.2
29/08/2016,Albury,3.4,18.2,10.8,0,NNE,26,NNE,E,0,9,4.5,85,51,68,1027.6,1024.2,1025.9,10,16.5
30/08/2016,Albury,7.8,15.3,11.55,0,N,37,SSW,W,7,9,8,81,72,76.5,1024.7,1020,1022.35,10.6,15.2
31/08/2016,Albury,10.6,18.4,14.5,22,N,43,E,WNW,15,20,17.5,100,66,83,1015.9,1015.4,1015.65,13.9,16.7
1/09/2016,Albury,8.5,16.7,12.6,0.4,NNE,17,ESE,WSW,0,11,5.5,96,65,80.5,1020,1016.1,1018.05,12.3,15.8
2/09/2016,Albury,6.1,13.9,10,0.2,SSE,37,NW,ESE,6,7,6.5,87,76,81.5,1012.1,1005.6,1008.85,10.1,13.5
3/09/2016,Albury,9.6,16.6,13.1,33.6,WNW,48,SE,ESE,15,31,23,90,60,75,1003.4,1008.8,1006.1,11.4,15.1
4/09/2016,Albury,7.7,15.1,11.4,0.6,NW,26,NE,NNE,20,13,16.5,82,66,74,1023.7,1025.4,1024.55,10.8,14
5/09/2016,Albury,4.4,15.9,10.15,0,W,24,NE,NE,4,13,8.5,93,63,78,1031.3,1029.1,1030.2,10.4,14.7
6/09/2016,Albury,4.4,18.1,11.25,0,NE,15,SSE,W,7,7,7,100,68,84,1030.7,1028.1,1029.4,9.2,17.1
7/09/2016,Albury,5.5,20.5,13,0,E,22,NNE,NNW,0,7,3.5,90,60,75,1031.2,1027.4,1029.3,12.1,19.7
8/09/2016,Albury,8.1,20.3,14.2,0,NNE,33,SE,WSW,7,17,12,94,63,78.5,1027.2,1021.3,1024.25,12.6,20.1
9/09/2016,Albury,12.6,17.8,15.2,4,N,50,NNE,NNE,20,20,20,86,91,88.5,1014.8,1009.8,1012.3,15.1,15.7
10/09/2016,Albury,11.2,17.7,14.45,17,W,43,SE,NW,24,26,25,91,67,79,1012.4,1013.7,1013.05,12.2,16.5
11/09/2016,Albury,3.7,14.9,9.3,0.2,W,22,N,NW,6,13,9.5,81,71,76,1021,1019.1,1020.05,10.7,13.9
12/09/2016,Albury,5.1,17.8,11.45,0,WNW,22,SE,WNW,0,7,3.5,86,55,70.5,1022.3,1019.6,1020.95,11.7,17.7
13/09/2016,Albury,6.9,19.7,13.3,0,NE,31,E,NE,9,19,14,79,55,67,1020.6,1016.1,1018.35,12.6,19
14/09/2016,Albury,12.4,16.2,14.3,8.6,N,46,SSW,SSE,30,22,26,84,56,70,1009.5,1008.8,1009.15,14.1,15.4
15/09/2016,Albury,8.3,13.6,10.95,10.8,NNW,39,SSE,NW,17,22,19.5,88,72,80,1008.5,1011,1009.75,10,12.8
16/09/2016,Albury,9.4,16.1,12.75,0.4,W,31,SE,NE,2,17,9.5,87,56,71.5,1018.7,1018.1,1018.4,11.7,15.6
17/09/2016,Albury,4.4,18.2,11.3,0.6,NNE,26,ENE,ENE,2,15,8.5,86,60,73,1022.6,1017.6,1020.1,9.7,17
18/09/2016,Albury,7.1,13.8,10.45,1.2,SSE,24,ESE,W,6,13,9.5,98,94,96,1010.7,1005.9,1008.3,10.7,12.9
19/09/2016,Albury,7.4,15.9,11.65,7.4,WNW,24,ENE,ESE,2,13,7.5,81,57,69,1013.2,1012,1012.6,10.5,14.9
20/09/2016,Albury,5.3,14.9,10.1,0,ENE,26,SSE,WNW,13,13,13,74,59,66.5,1018.1,1015.4,1016.75,11.8,14.3
21/09/2016,Albury,9.8,16.2,13,12.8,NE,31,ESE,W,11,9,10,96,72,84,1009.3,1005.3,1007.3,11.3,15.8
22/09/2016,Albury,9.3,18.8,14.05,0,W,39,N,WNW,24,28,26,76,61,68.5,1012.3,1011.5,1011.9,13.2,17.6
23/09/2016,Albury,4.9,20.5,12.7,0,SE,20,ENE,W,7,7,7,73,48,60.5,1015.8,1012,1013.9,13.3,19.1
24/09/2016,Albury,8.3,20.5,14.4,0,N,31,SE,NE,7,17,12,83,45,64,1012.3,1008.2,1010.25,14.1,20.2
25/09/2016,Albury,11,17.5,14.25,3,W,39,ESE,N,0,28,14,96,55,75.5,1008.9,1009.5,1009.2,12.4,16.7
26/09/2016,Albury,4.8,15.9,10.35,0,W,33,W,WNW,7,17,12,73,52,62.5,1014.8,1011.9,1013.35,10.6,15.2
27/09/2016,Albury,7.1,15.2,11.15,2.8,W,37,SSE,NW,17,22,19.5,79,57,68,1012.9,1012.4,1012.65,9.7,13.8
28/09/2016,Albury,5.3,17.9,11.6,1.8,NE,31,ESE,N,7,19,13,78,49,63.5,1014.6,1007.4,1011,13.1,17.2
29/09/2016,Albury,11.1,14.8,12.95,20.6,WNW,56,SSE,NW,9,24,16.5,89,59,74,993.7,993.1,993.4,11.8,13.9
30/09/2016,Albury,8.4,13.7,11.05,16.2,WNW,48,WSW,NW,2,31,16.5,98,84,91,992.9,995.7,994.3,9.8,11.9
1/10/2016,Albury,9.2,14.9,12.05,9,WNW,46,SSE,W,17,20,18.5,98,78,88,1006.2,1007.7,1006.95,11,13.5
2/10/2016,Albury,5.9,21.7,13.8,0.8,NNE,46,ENE,NW,9,26,17.5,86,48,67,1012.3,1005.9,1009.1,11.8,21.2
3/10/2016,Albury,10.8,15.1,12.95,12.4,NW,59,S,NNW,24,35,29.5,76,59,67.5,1000.3,1000.5,1000.4,11.8,13.9
4/10/2016,Albury,8.3,15,11.65,8.6,WSW,67,SE,E,20,33,26.5,90,86,88,1006.9,1002.4,1004.65,9.2,12.9
5/10/2016,Albury,3.5,15.7,9.6,7.8,WNW,39,W,NE,6,22,14,78,64,71,1018.3,1017.6,1017.95,8.6,14.2
6/10/2016,Albury,7,21.6,14.3,0,N,30,ESE,NW,6,15,10.5,72,55,63.5,1021.4,1020.3,1020.85,13.6,20.3
7/10/2016,Albury,9,23.8,16.4,0,N,30,SE,WSW,6,15,10.5,86,49,67.5,1019.6,1016.4,1018,15.4,23
8/10/2016,Albury,11.8,22.1,16.95,0,W,28,SE,W,13,7,10,83,57,70,1016.6,1016.8,1016.7,14.5,20.3
9/10/2016,Albury,8.3,20.9,14.6,0,ENE,44,SE,SSW,7,24,15.5,76,59,67.5,1019.1,1012,1015.55,11.5,18.7
10/10/2016,Albury,9.6,14.8,12.2,6.6,WNW,43,ESE,SW,9,20,14.5,89,75,82,1012.2,1010.6,1011.4,9.9,14
11/10/2016,Albury,5.7,14.8,10.25,0.6,SW,39,SSE,NNE,15,22,18.5,81,49,65,1017.3,1016.9,1017.1,7.6,13.7
12/10/2016,Albury,5.3,16.7,11,0.2,WSW,43,WNW,N,6,26,16,75,59,67,1017.9,1016.5,1017.2,11.6,14.9
13/10/2016,Albury,6.9,18.5,12.7,0.2,SE,33,SSE,W,17,9,13,57,40,48.5,1023.1,1022.3,1022.7,11,16.9
14/10/2016,Albury,4.2,20.7,12.45,0,WSW,39,SSE,WSW,9,9,9,77,50,63.5,1026,1022.7,1024.35,11,19
15/10/2016,Albury,5.7,22.4,14.05,0,NNW,35,SSW,W,9,17,13,82,42,62,1022.4,1017.3,1019.85,12.7,21.3
16/10/2016,Albury,11.8,24.9,18.35,0,N,63,SSE,N,22,22,22,53,49,51,1008.7,1003.3,1006,19.1,23.9
17/10/2016,Albury,9.7,17.6,13.65,9.6,W,39,SE,NNE,19,22,20.5,85,49,67,1008.7,1009.9,1009.3,10.8,17
18/10/2016,Albury,10.1,16.4,13.25,0.8,NNW,46,ESE,WSW,13,22,17.5,82,76,79,1012.8,1011.6,1012.2,11.3,14.7
19/10/2016,Albury,4.7,16.2,10.45,2.6,WNW,37,SSE,WNW,13,17,15,73,48,60.5,1020.6,1020.6,1020.6,10,15.9
20/10/2016,Albury,3.6,19.4,11.5,0.2,N,28,SSE,WSW,9,11,10,78,40,59,1023.4,1019.7,1021.55,10.1,18.9
21/10/2016,Albury,7.4,23.7,15.55,0,WSW,46,ENE,NNW,9,15,12,75,48,61.5,1015.8,1010.9,1013.35,13.3,22.9
22/10/2016,Albury,6.4,16.2,11.3,1,WSW,57,W,N,19,31,25,73,47,60,1014.2,1014.5,1014.35,9.5,16
23/10/2016,Albury,3.3,17.6,10.45,0,W,33,W,SSE,6,11,8.5,67,48,57.5,1022.7,1020.1,1021.4,10.8,16.1
24/10/2016,Albury,3.6,19,11.3,0,SSW,28,S,ESE,11,13,12,67,44,55.5,1021.3,1018.1,1019.7,10.8,18.2
25/10/2016,Albury,5.3,22.9,14.1,0,NW,30,ESE,N,7,15,11,82,40,61,1018.6,1015.3,1016.95,13,21.7
26/10/2016,Albury,12.7,24.6,18.65,0,NNW,37,E,N,15,13,14,52,42,47,1013,1011,1012,18.6,23.3
27/10/2016,Albury,8.2,22.2,15.2,0,W,28,SE,WNW,2,7,4.5,72,51,61.5,1016.3,1014.8,1015.55,13,20.1
28/10/2016,Albury,7.5,23.3,15.4,0,NE,24,WSW,W,11,11,11,65,48,56.5,1018.7,1015.9,1017.3,14.4,21.9
29/10/2016,Albury,9.3,25.7,17.5,0,N,22,WNW,WNW,6,13,9.5,72,42,57,1018.8,1014.1,1016.45,15.8,24.5
30/10/2016,Albury,14.7,24.3,19.5,0,W,69,S,W,28,20,24,64,68,66,1005.9,1003.5,1004.7,21.9,20.6
31/10/2016,Albury,5.1,17,11.05,1,W,52,SE,WNW,15,17,16,67,41,54,1015.9,1014.7,1015.3,9,14.8
1/11/2016,Albury,7.1,18.6,12.85,0,NW,33,SE,W,7,17,12,63,43,53,1014.3,1011.6,1012.95,11.7,17.1
2/11/2016,Albury,7.6,19.7,13.65,0,WNW,37,SSE,WSW,13,20,16.5,72,47,59.5,1016.1,1016.3,1016.2,13.2,18.2
3/11/2016,Albury,6.9,23,14.95,0,NW,39,SE,NNW,9,15,12,71,42,56.5,1019.4,1017.2,1018.3,15,21.7
4/11/2016,Albury,7.6,28.2,17.9,0,W,52,SE,WNW,6,28,17,70,27,48.5,1015.6,1009.2,1012.4,15.5,27.3
5/11/2016,Albury,9.6,18.4,14,0,W,61,SSE,W,30,31,30.5,57,40,48.5,1010.4,1011.6,1011,12.1,16.2
6/11/2016,Albury,7.9,20.9,14.4,0,W,39,SE,WSW,20,17,18.5,66,43,54.5,1012.4,1010.9,1011.65,12.8,19.8
7/11/2016,Albury,8.8,29.4,19.1,0,NNW,50,SSE,NNW,4,31,17.5,70,22,46,1010.3,1003.7,1007,15.8,28.2
8/11/2016,Albury,11.6,24.9,18.25,0,NW,37,SE,W,6,22,14,64,43,53.5,1006.9,1008,1007.45,18.1,24.2
9/11/2016,Albury,9.7,25.9,17.8,0,WNW,31,SE,WNW,9,15,12,73,31,52,1011.5,1007.3,1009.4,17.8,25.3
10/11/2016,Albury,9.9,24.4,17.15,0,W,48,S,WSW,2,26,14,67,36,51.5,1009.8,1008.6,1009.2,17.6,23.5
11/11/2016,Albury,7.7,26.9,17.3,0,E,24,ESE,WSW,9,6,7.5,67,35,51,1011.9,1007.7,1009.8,16,26.5
12/11/2016,Albury,14.1,27.1,20.6,8,WNW,54,SE,SE,0,26,13,87,38,62.5,1001.3,998.1,999.7,17.4,26.6
13/11/2016,Albury,11.7,16,13.85,1.8,WNW,56,SSE,NNW,19,22,20.5,87,88,87.5,999.4,997.5,998.45,13,12.3
